listener,listener_trial,level_condition,sound_heard,listener_response,proportion_correct,typical_source_intensity
14,12,7,dice roll,dice roll,1,low-intensity
14,13,6,man speaking,man speaking,1,2
14,14,1,camera taking a picture,camera taking a picture,1,2
14,15,7,baby babbling,baby babbling,1,3
14,16,4,race car,race car,1,high-intensity
14,17,2,kid speaking,kid speaking,1,3
14,18,7,crying,crying,1,high-intensity
14,19,6,baby crying,baby crying,1,high-intensity
14,20,1,school bell,school bell,1,high-intensity
14,21,2,paper tearing,wing flapping,0,low-intensity
14,22,1,italian,italian,1,2
14,23,5,harmonica,harmonica,1,3
14,24,5,running on sand,running on sand,1,low-intensity
14,25,2,oboe,oboe,1,3
14,26,6,cartoon sound effects,cartoon sound effects,1,3
14,27,3,banjo,banjo,1,high-intensity
14,28,6,running on gravel,running on gravel,1,3
14,29,7,dove cooing,owl hooting,0,low-intensity
14,30,1,fireworks,fireworks,1,high-intensity
14,31,5,cat purring,cat purring,1,low-intensity
14,32,7,dialup,dialup,1,3
14,33,1,hawk screech,hawk screech,1,3
14,34,6,door opening,door opening,1,2
14,35,4,locker closing,paper tearing,0,3
14,36,7,rain,rain,1,3
14,37,1,dial tone,dial tone,1,low-intensity
14,38,7,seal,seal,1,3
14,39,5,electric drill,electric drill,1,high-intensity
14,40,3,heart monitor,heart monitor,1,3
14,41,4,sails flapping,sails flapping,1,3
14,42,7,chopping food,chopping food,1,low-intensity
14,43,2,coin in a vending machine,coin in a vending machine,1,low-intensity
14,44,2,duck quack,duck quack,1,3
14,45,2,screwing off a lid,screwing off a lid,1,low-intensity
14,46,1,wing flapping,printing,0,low-intensity
14,47,6,gargling,gargling,1,low-intensity
14,48,3,wolves howlling,wolves howlling,1,2
14,49,4,slot machine,slot machine,1,high-intensity
14,50,6,writing on a chalkboard,sharpening knives,0,2
14,51,6,blender,blender,1,high-intensity
14,52,3,dog whining,dog whining,1,3
14,53,5,thunder,thunder,1,high-intensity
14,54,2,radio static,radio static,1,3
14,55,6,train whistle,train whistle,1,high-intensity
14,56,1,german,german,1,2
14,57,6,chicken cluck,chicken cluck,1,2
14,58,5,siren,siren,1,high-intensity
14,59,3,boat horn,hair dryer,0,high-intensity
14,60,5,car crash,car crash,1,high-intensity
14,61,3,telephone ringing,telephone ringing,1,high-intensity
14,62,4,microwave,microwave,1,low-intensity
14,63,2,crowd noise,crowd noise,1,high-intensity
14,64,4,owl hooting,owl hooting,1,low-intensity
14,65,2,car driving through a puddle,car driving through a puddle,1,2
14,66,5,drum solo,drum solo,1,high-intensity
14,67,2,window blinds,window blinds,1,2
14,68,6,rattlesnake,rattlesnake,1,2
14,69,7,cat meow,dog whining,0,2
14,70,4,shower,shower,1,3
14,71,5,bassoon,bassoon,1,3
14,72,4,lion growl,lion growl,1,high-intensity
14,73,7,pager beeps,pager beeps,1,3
14,74,7,knives sharpening,knives sharpening,1,2
14,75,5,gong,gong,1,high-intensity
14,76,4,sports arena buzzer,sports arena buzzer,1,high-intensity
14,77,3,screwing in a nail,opening a letter,0,2
14,78,3,train passing by,train passing by,1,high-intensity
14,79,3,walking on leaves,walking on leaves,1,2
14,80,1,fire alarm,fire alarm,1,high-intensity
14,81,2,typing,typing,1,low-intensity
14,82,4,castanet,castanet,1,3
14,83,1,water splashing,water splashing,1,3
14,84,1,brushing hair,brushing hair,1,low-intensity
14,85,5,grating food,grating food,1,low-intensity
14,86,4,drinking,drinking,1,low-intensity
14,87,1,bagpipes,bagpipes,1,high-intensity
14,88,2,chainsaw revving,chainsaw revving,1,high-intensity
14,89,1,rooster crowing,rooster crowing,1,high-intensity
14,90,4,biting and chewing,biting and chewing,1,2
14,91,4,toilet flushing,toilet flushing,1,2
14,92,2,whistle,whistle,1,high-intensity
14,93,1,morse code,morse code,1,3
14,94,4,keys jingling,keys jingling,1,low-intensity
14,95,3,tree falling,tree falling,1,high-intensity
14,96,2,basketball dribbling,basketball dribbling,1,2
14,97,7,clipping hair,clipping hair,1,low-intensity
14,98,3,finger tapping,finger tapping,1,low-intensity
14,99,6,cicadas,cicadas,1,3
14,100,7,woman speaking,woman speaking,1,3
14,101,3,drawer opening,locker closing,0,low-intensity
14,102,1,gorilla,gorilla,1,3
14,103,7,frog croaking,frog croaking,1,2
14,104,5,coughing,coughing,1,3
14,105,4,spray can spraying,spray can spraying,1,low-intensity
14,106,5,frying,frying,1,2
14,107,6,paper cutter,paper cutter,1,low-intensity
14,108,3,chair rolling,chair rolling,1,low-intensity
14,109,7,laughing,laughing,1,high-intensity
14,110,6,nose blowing,nose blowing,1,3
14,111,1,gavel hits,gavel hits,1,3
14,112,7,dentist drill,dentist drill,1,high-intensity
14,113,5,coloring,coloring,1,low-intensity
14,114,1,helicopter,helicopter,1,high-intensity
14,115,3,car deccelerating,car deccelerating,1,low-intensity
14,116,2,shouting,shouting,1,high-intensity
14,117,4,slicing bread,winding up a device,0,low-intensity
14,118,5,chopping wood,chopping wood,1,3
14,119,7,pool balls colliding,pool balls colliding,1,3
14,120,2,explosion,thunder,0,high-intensity
14,121,5,rubbing cloth,sails flapping,0,low-intensity
14,122,2,sheep,sheep,1,3
14,123,1,leather coat,leather coat,1,low-intensity
14,124,4,salt shaker,writing on paper,0,low-intensity
14,125,3,rollerblading,rollerblading,1,3
14,126,5,velcro,velcro,1,low-intensity
14,127,3,popcorn popping,popcorn popping,1,3
14,128,2,french,french,1,2
14,129,2,shuffling,shuffling,1,low-intensity
14,130,2,vacuum,dentist drill,0,high-intensity
14,131,4,ringtone,ringtone,1,3
14,132,6,mac startup sound,mac startup sound,1,low-intensity
14,133,3,monkey screaming,monkey screaming,1,high-intensity
14,134,7,horse neighing,horse neighing,1,3
14,135,5,running up stairs,running up stairs,1,2
14,136,5,kettle whistling,kettle whistling,1,3
14,137,5,shaving with electric razor,shaving with electric razor,1,2
14,138,1,car idling,car idling,1,low-intensity
14,139,7,humming,humming,1,low-intensity
14,140,5,cymbol crash,cymbol crash,1,high-intensity
14,141,7,tuba,tuba,1,3
14,142,4,witch cackle,witch cackle,1,high-intensity
14,143,7,gunshots,gunshots,1,high-intensity
14,144,7,truck beeping,truck beeping,1,high-intensity
14,145,7,fan,fan,1,2
14,146,3,whistling,whistling,1,2
14,147,2,busy signal,busy signal,1,2
14,148,1,applause,applause,1,high-intensity
14,149,6,crowd laughing,crowd laughing,1,high-intensity
14,150,4,pepper grinder,pepper grinder,1,2
14,151,7,stream,stream,1,low-intensity
14,152,7,geese honking,geese honking,1,3
14,153,1,glass shattering,frog croaking,0,high-intensity
14,154,7,tractor,coins dropping,0,high-intensity
14,155,2,rocking chair,rocking chair,1,3
14,156,7,scratching,scratching,1,low-intensity
14,157,3,swimming,swimming,1,2
14,158,5,clarinet,clarinet,1,3
14,159,1,turning a lock,turning a lock,1,low-intensity
14,160,2,walking on gravel,walking on gravel,1,2
14,161,5,ice in cup,ice in cup,1,low-intensity
14,162,6,bus accelerating,bus accelerating,1,2
14,163,5,hand saw,hand saw,1,high-intensity
14,164,6,noisemaker,bike bell,0,high-intensity
14,165,5,shopping cart,shopping cart,1,2
14,166,1,wind,wind,1,2
14,167,2,car skidding,car skidding,1,high-intensity
14,168,1,drum roll,electric drill,0,high-intensity
14,169,3,dialing,dialing,1,low-intensity
14,170,7,bicycle,bicycle,1,low-intensity
14,171,2,acoustic bass,acoustic bass,1,2
14,172,3,sighing,sighing,1,low-intensity
14,173,1,rubbing hands,rubbing hands,1,low-intensity
14,174,7,key opening door,walking on a hard surface,0,low-intensity
14,175,1,crowd booing,bees,0,high-intensity
14,176,6,sleigh bells,sleigh bells,1,3
14,177,4,water dripping,water dripping,1,low-intensity
14,178,1,pig snorting,pig snorting,1,3
14,179,5,coffee machine,coffee machine,1,low-intensity
14,180,2,skate boarding,skate boarding,1,2
14,181,2,coins jingling in a pocket,coins jingling in a pocket,1,2
14,182,1,bus decelerating,bus decelerating,1,3
14,183,7,grandfather clock,piano,0,3
14,184,1,car windows,car windows,1,2
14,185,1,horse galloping,horse galloping,1,2
14,186,7,bowling,bowling,1,high-intensity
14,187,1,camera turning on,camera turning on,1,low-intensity
14,188,4,a capella singing,a capella singing,1,3
14,189,6,traffic noises,traffic noises,1,high-intensity
14,190,7,zipper,zipper,1,low-intensity
14,191,7,drawer closing,drawer closing,1,low-intensity
14,192,6,fire,fire,1,low-intensity
14,193,3,violin,violin,1,3
14,194,3,tennis volley,tennis volley,1,3
14,195,7,church bells,church bells,1,high-intensity
14,196,1,water boiling,water boiling,1,low-intensity
14,197,4,bike bell,bike bell,1,2
14,198,1,russian,russian,1,2
14,199,7,ping pong,ping pong,1,3
14,200,2,roulette wheel,roulette wheel,1,2
14,201,5,dog panting,dog panting,1,2
14,202,4,spanish,spanish,1,3
14,203,4,phone vibrating,phone vibrating,1,low-intensity
14,204,1,triangle,coloring,0,2
14,205,6,giggling,giggling,1,3
14,206,5,darth vader,darth vader,1,2
14,207,2,liquid pouring out of a bottle,liquid pouring out of a bottle,1,2
14,208,4,cricket,cricket,1,2
14,209,7,chinese,chinese,1,3
14,210,5,guitar,guitar,1,3
14,211,5,clock ticking,clock ticking,1,low-intensity
14,212,2,knocking on door,knocking on door,1,3
14,213,1,cuckoo clock,cuckoo clock,1,3
14,214,7,plane taking off,plane taking off,1,high-intensity
14,215,3,cow mooing,cow mooing,1,3
14,216,2,car engine starting,car engine starting,1,3
14,217,1,sipping,sipping,1,2
14,218,7,hammering metal,hammering metal,1,high-intensity
14,219,6,inflating a balloon,hair dryer,0,low-intensity
14,220,3,oldfashioned dialer,oldfashioned dialer,1,low-intensity
14,221,1,chiseling,chiseling,1,2
14,222,3,scissors cutting paper,scissors cutting paper,1,low-intensity
14,223,3,spray can shaking,spray can shaking,1,2
14,224,5,windows startup sound,windows startup sound,1,2
14,225,4,scrubbing dishes,scrubbing dishes,1,2
14,226,2,scream,scream,1,high-intensity
14,227,7,elevator door,elevator door,1,2
14,228,7,door creaking,door creaking,1,2
14,229,7,opening a soda bottle,rubbing cloth,0,low-intensity
14,230,4,doorbell,doorbell,1,high-intensity
14,231,6,crumpling paper,newspaper rustling,0,2
14,232,1,alarm clock,alarm clock,1,high-intensity
14,233,4,coins dropping,coins dropping,1,low-intensity
14,234,3,hammering a nail,hammering a nail,1,high-intensity
14,235,5,grunting and groaning,grunting and groaning,1,2
14,236,4,hair dryer,hair dryer,1,high-intensity
14,237,7,door sliding shut,car driving through a puddle,0,low-intensity
14,238,3,jumping rope,jumping rope,1,2
14,239,6,cash register,cash register,1,2
14,240,1,windup toy,windup toy,1,low-intensity
14,241,5,piano,piano,1,3
14,242,4,dog drinking,dog drinking,1,2
14,243,6,volcanic eruption,volcanic eruption,1,high-intensity
14,244,4,car horn,car horn,1,high-intensity
14,245,7,flute,flute,1,3
14,246,1,air hockey,morse code,0,3
14,247,5,school hallway,school hallway,1,high-intensity
14,248,1,electric bass,electric bass,1,3
14,249,1,wind chimes,wind chimes,1,3
14,250,5,stones tumbling,stones tumbling,1,2
14,251,3,crowd cheering,crowd cheering,1,high-intensity
14,252,1,newspaper page turning,horse galloping,0,low-intensity
14,253,2,match lighting,match lighting,1,low-intensity
14,254,3,car accelerating,car accelerating,1,2
14,255,3,seagulls,seagulls,1,3
14,256,1,crow,crow,1,3
14,257,4,car alarm,car alarm,1,high-intensity
14,258,7,paper shredder,paper shredder,1,high-intensity
14,259,2,organ,organ,1,high-intensity
14,260,5,printing,printing,1,3
14,261,7,soda pouring into a cup,soda pouring into a cup,1,low-intensity
14,262,7,radar beeps,radar beeps,1,2
14,263,1,toy squeaks,toy squeaks,1,3
14,264,1,tambourine,tambourine,1,3
14,265,7,train warning bell,church bells,0,high-intensity
14,266,1,fax,fax,1,2
14,267,2,tap dancing,tap dancing,1,high-intensity
14,268,2,writing on a whiteboard,writing on a whiteboard,1,low-intensity
14,269,7,can opening,can opening,1,low-intensity
14,270,2,shoveling,shoveling,1,2
14,271,6,orchestra tuning,orchestra tuning,1,high-intensity
14,272,6,peeling,peeling,1,low-intensity
14,273,5,writing on paper,writing on paper,1,low-intensity
14,274,5,pinball,pinball,1,high-intensity
14,275,6,film reel,film reel,1,3
14,276,4,marching,marching,1,3
14,277,5,whale call,whale call,1,2
14,278,3,cello,cello,1,3
14,279,5,tooth brushing,tooth brushing,1,low-intensity
14,280,7,running on a hard surface,running on a hard surface,1,2
14,281,1,turkey gobble,turkey gobble,1,3
14,282,2,truck,road traffic,0,high-intensity
14,283,7,waves,waves,1,3
14,284,2,breathing,breathing,1,low-intensity
14,285,5,dishes clanking,dishes clanking,1,3
14,286,3,lawn mower,lawn mower,1,high-intensity
14,287,5,arabic,arabic,1,2
14,288,6,record scratching,record scratching,1,2
14,289,4,jackhammer,jackhammer,1,high-intensity
14,290,2,flag,radio static,0,low-intensity
14,291,3,ratchet,ratchet,1,2
14,292,5,Indian,Indian,1,2
14,293,2,balloon deflating,skate boarding,0,2
14,294,7,harp,harp,1,2
14,295,4,ice machine,rubbing cloth,0,2
14,296,3,accordian,accordian,1,high-intensity
14,297,7,bees,bees,1,low-intensity
14,298,3,music box,music box,1,low-intensity
14,299,3,motorcycle revving,motorcycle revving,1,high-intensity
14,300,6,reception desk bell,reception desk bell,1,3
15,1,4,chainsaw revving,chainsaw revving,1,high-intensity
15,2,2,oldfashioned dialer,oldfashioned dialer,1,low-intensity
15,3,5,clarinet,clarinet,1,3
15,4,7,rattlesnake,shopping cart,0,2
15,5,6,swimming,swimming,1,2
15,6,2,gunshots,gunshots,1,high-intensity
15,7,7,reception desk bell,reception desk bell,1,3
15,8,3,crowd laughing,laughing,0,high-intensity
15,9,6,glass shattering,glass shattering,1,high-intensity
15,10,4,coloring,spray can spraying,0,low-intensity
15,11,5,italian,italian,1,2
15,12,1,coughing,coughing,1,3
15,13,1,whistling,whistling,1,2
15,14,7,church bells,church bells,1,high-intensity
15,15,3,walking with heels,walking with heels,1,2
15,16,2,bass drum hits,bass drum hits,1,high-intensity
15,17,2,morse code,morse code,1,3
15,18,7,dialup,dialup,1,3
15,19,2,fax,fax,1,2
15,20,1,spray can spraying,spray can spraying,1,low-intensity
15,21,6,monkey screaming,monkey screaming,1,high-intensity
15,22,5,applause,applause,1,high-intensity
15,23,6,train warning bell,train warning bell,1,high-intensity
15,24,7,car horn,car horn,1,high-intensity
15,25,4,clock ticking,clock ticking,1,low-intensity
15,26,2,noisemaker,noisemaker,1,high-intensity
15,27,3,writing on a whiteboard,writing on a whiteboard,1,low-intensity
15,28,4,geese honking,geese honking,1,3
15,29,5,tennis volley,tennis volley,1,3
15,30,6,microwave,microwave,1,low-intensity
15,31,1,drum roll,pig snorting,0,high-intensity
15,32,4,wind,wind,1,2
15,33,6,castanet,tap dancing,0,3
15,34,2,siren,siren,1,high-intensity
15,35,4,cello,cello,1,3
15,36,3,brushing hair,brushing hair,1,low-intensity
15,37,1,water splashing,film reel turning,0,3
15,38,1,cartoon sound effects,music box,0,3
15,39,1,crumpling paper,crumpling paper,1,2
15,40,4,chiseling,chiseling,1,2
15,41,4,camera turning on,camera turning on,1,low-intensity
15,42,5,giggling,giggling,1,3
15,43,3,phone vibrating,phone vibrating,1,low-intensity
15,44,7,ping pong,ping pong,1,3
15,45,1,piano,piano,1,3
15,46,7,cuckoo clock,cuckoo clock,1,3
15,47,6,triangle,triangle,1,2
15,48,2,sports arena buzzer,sports arena buzzer,1,high-intensity
15,49,2,scrubbing dishes,bathwater,0,2
15,50,5,helicopter,helicopter,1,high-intensity
15,51,1,knocking on door,knocking on door,1,3
15,52,4,pool balls colliding,tennis volley,0,3
15,53,3,dishes clanking,dishes clanking,1,3
15,54,2,car skidding,car skidding,1,high-intensity
15,55,3,tambourine,tambourine,1,3
15,56,2,hand saw,hand saw,1,high-intensity
15,57,4,bus accelerating,bus accelerating,1,2
15,58,4,bassoon,bassoon,1,3
15,59,2,russian,russian,1,2
15,60,2,toy squeaks,toy squeaks,1,3
15,61,6,crow,crow,1,3
15,62,1,pager beeps,pager beeps,1,3
15,63,7,dog drinking,dog drinking,1,2
15,64,3,horse galloping,horse galloping,1,2
15,65,3,bagpipes,bagpipes,1,high-intensity
15,66,4,peeling,peeling,1,low-intensity
15,67,4,tractor,film reel,0,high-intensity
15,68,6,fire,fire,1,low-intensity
15,69,4,slicing bread,slicing bread,1,low-intensity
15,70,1,whistle,dialup internet,0,high-intensity
15,71,2,door creaking,door creaking,1,2
15,72,5,salt shaker,salt shaker,1,low-intensity
15,73,3,elevator door,elevator door,1,2
15,74,3,dog panting,dog panting,1,2
15,75,1,humming,humming,1,low-intensity
15,76,4,whale call,writing on paper,0,2
15,77,4,camera taking a picture,camera taking a picture,1,2
15,78,2,sheep,sheep,1,3
15,79,1,screwing in a nail,screwing in a nail,1,2
15,80,4,german,german,1,2
15,81,4,laughing,laughing,1,high-intensity
15,82,6,sipping,sipping,1,2
15,83,7,air hockey,air hockey,1,3
15,84,1,newspaper page turning,horse galloping,0,low-intensity
15,85,6,spray can shaking,airhockey,0,2
15,86,1,ringtone,ringtone,1,3
15,87,7,doorbell,doorbell,1,high-intensity
15,88,4,ice in cup,ice in cup,1,low-intensity
15,89,2,crowd booing,bees,0,high-intensity
15,90,1,dial tone,dial tone,1,low-intensity
15,91,4,crowd noise,dishes clanking,0,high-intensity
15,92,7,organ,organ,1,high-intensity
15,93,6,drink fizzing,drink fizzing,1,low-intensity
15,94,7,acoustic bass,acoustic bass,1,2
15,95,5,cash register,cash register,1,2
15,96,4,radio static,radio static,1,3
15,97,6,finger tapping,finger tapping,1,low-intensity
15,98,3,dog whining,dog whining,1,3
15,99,1,running on a hard surface,running on a hard surface,1,2
15,100,4,heart monitor,heart monitor,1,3
15,101,1,jackhammer,jackhammer,1,high-intensity
15,102,4,cricket,cricket,1,2
15,103,1,typing,typing,1,low-intensity
15,104,3,windows startup sound,windows startup sound,1,2
15,105,7,hawk screech,hawk screech,1,3
15,106,7,banjo,banjo,1,high-intensity
15,107,5,shoveling,shoveling,1,2
15,108,5,plane taking off,plane taking off,1,high-intensity
15,109,5,drinking,drinking,1,low-intensity
15,110,1,writing on a chalkboard,writing on a chalkboard,1,2
15,111,4,kid speaking,kid speaking,1,3
15,112,5,mac startup sound,mac startup sound,1,low-intensity
15,113,7,busy signal,busy signal,1,2
15,114,1,coins dropping,coins dropping,1,low-intensity
15,115,7,bees,bees,1,low-intensity
15,116,1,rubbing hands,rubbing hands,1,low-intensity
