listener,listener_trial,mturk_worker,mturk_trial,level_condition,noise_condition,sound_heard,listener_response,mturk_response,proportion_correct,typical_source_intensity
45,279,554,36,2,0,traffic noises,Keening metallic chime,traffic noises,0.5,high-intensity
45,280,119,44,3,0,pig snorting,car honking ,pig snorting,1,3
45,280,344,45,3,0,pig snorting,car honking ,pig snorting,1,3
45,281,34,34,4,1,car idling,I don't kno,banjo,0,low-intensity
45,281,908,35,4,1,car idling,I don't kno,coloring,0,low-intensity
45,282,3,45,7,1,gargling,I don't know,car driving through a puddle,0,low-intensity
45,282,424,35,7,1,gargling,I don't know,ice machine,0,low-intensity
45,289,745,31,4,1,crowd booing,cash register buttons being pressed,train passing by,0,high-intensity
45,289,866,47,4,1,crowd booing,cash register buttons being pressed,car skidding,0,high-intensity
45,290,230,5,6,0,key opening door,walking in high heels,key opening door,0.5,low-intensity
45,290,822,9,6,0,key opening door,walking in high heels,chopping food,0.5,low-intensity
45,292,157,3,2,0,chainsaw revving,horse whinny,chainsaw revving,1,high-intensity
45,292,183,4,2,0,chainsaw revving,horse whinny,chainsaw revving,1,high-intensity
45,292,913,19,2,0,chainsaw revving,horse whinny,chainsaw revving,1,high-intensity
45,296,183,41,4,1,basketball dribbling,Drawer opening,basketball dribbling,1,2
45,296,685,37,4,1,basketball dribbling,Drawer opening,basketball dribbling,1,2
45,297,81,7,5,0,chopping wood,Extended bird of prey call,chopping wood,0.5,3
45,297,754,2,5,0,chopping wood,Extended bird of prey call,gavel hits,0.5,3
45,300,203,6,2,1,film reel,Shaking morocca with fine substance such as sand,film reel,0.5,3
45,300,759,40,2,1,film reel,Shaking morocca with fine substance such as sand,wing flapping,0.5,3
46,4,162,24,6,0,door opening,entering a dooor,door opening,1,2
46,4,754,9,6,0,door opening,entering a dooor,door opening,1,2
46,8,455,48,7,1,hammering metal,drum roll,hammering metal,1,high-intensity
46,8,524,34,7,1,hammering metal,drum roll,hammering metal,1,high-intensity
46,9,175,28,4,1,leather coat,baby ,leather coat,1,low-intensity
46,9,194,9,4,1,leather coat,baby ,leather coat,1,low-intensity
46,10,203,13,7,0,scissors cutting paper,musical instrument ,kettle whistling,0.5,low-intensity
46,10,623,16,7,0,scissors cutting paper,musical instrument ,scissors cutting paper,0.5,low-intensity
46,12,533,18,4,0,soda pouring into a cup,kitty purring ,soda pouring into a cup,1,low-intensity
46,12,793,14,4,0,soda pouring into a cup,kitty purring ,soda pouring into a cup,1,low-intensity
46,16,687,40,6,0,balloon deflating,playing with water,german,0.5,2
46,16,787,38,6,0,balloon deflating,playing with water,balloon deflating,0.5,2
46,17,519,22,5,0,coughing,lion roar,coughing,1,3
46,17,757,45,5,0,coughing,lion roar,coughing,1,3
46,18,292,24,3,0,chainsaw revving,horse neigh ,chainsaw revving,1,high-intensity
46,18,449,40,3,0,chainsaw revving,horse neigh ,chainsaw revving,1,high-intensity
46,20,866,46,6,1,dog whining,animal noise maybe pig ,cuckoo clock,0,3
46,20,904,40,6,1,dog whining,animal noise maybe pig ,rooster crowing,0,3
46,21,724,41,3,1,guitar,drum cymbal ,basketball dribbling,0.5,3
46,21,919,23,3,1,guitar,drum cymbal ,guitar,0.5,3
46,22,119,12,7,1,dial tone,sharpening a pencil ,dial tone,1,low-intensity
46,22,449,6,7,1,dial tone,sharpening a pencil ,dial tone,1,low-intensity
46,23,244,16,5,0,explosion,horse clopping ,explosion,1,high-intensity
46,23,615,15,5,0,explosion,horse clopping ,explosion,1,high-intensity
46,24,709,32,6,0,car accelerating,water pouring ,car accelerating,1,2
46,24,763,22,6,0,car accelerating,water pouring ,car accelerating,1,2
46,26,249,7,4,1,wing flapping,woman screaming ,wing flapping,1,low-intensity
46,26,446,16,4,1,wing flapping,woman screaming ,wing flapping,1,low-intensity
46,27,3,18,4,0,church bells,bass,church bells,1,high-intensity
46,27,292,29,4,0,church bells,bass,church bells,1,high-intensity
46,30,486,37,6,1,water boiling,car door open ,popcorn popping,0.5,low-intensity
46,30,569,28,6,1,water boiling,car door open ,water boiling,0.5,low-intensity
46,33,670,31,5,0,boat horn,bird call ,boat horn,1,high-intensity
46,33,884,44,5,0,boat horn,bird call ,boat horn,1,high-intensity
46,35,615,49,5,1,printing,chainsaw,printing,1,3
46,35,653,14,5,1,printing,chainsaw,printing,1,3
46,39,611,40,2,0,chair rolling,acapella,chair rolling,1,low-intensity
46,39,877,27,2,0,chair rolling,acapella,chair rolling,1,low-intensity
46,42,70,12,5,1,electric bass,door opening slowly ,electric bass,0.5,3
46,42,446,7,5,1,electric bass,door opening slowly ,orchestra tuning,0.5,3
46,44,77,18,3,1,microwave,scratching ,microwave,1,low-intensity
46,44,636,23,3,1,microwave,scratching ,microwave,1,low-intensity
46,45,264,6,6,1,electric drill,rooster calling ,electric drill,1,high-intensity
46,45,406,49,6,1,electric drill,rooster calling ,electric drill,1,high-intensity
46,45,837,27,6,1,electric drill,rooster calling ,electric drill,1,high-intensity
46,46,203,44,4,0,ping pong,breaks squealling,ping pong,1,3
46,46,872,31,4,0,ping pong,breaks squealling,ping pong,1,3
46,51,77,50,5,1,car idling,grunting ,pig snorting,0,low-intensity
46,51,473,26,5,1,car idling,grunting ,pig snorting,0,low-intensity
46,52,111,19,6,0,fax,something hard hitting metal ,fax,0.5,2
46,52,803,22,6,0,fax,something hard hitting metal ,camera turning on,0.5,2
46,55,130,50,4,1,coin in a vending machine,leather stretching ,clipping hair,0,low-intensity
46,55,518,37,4,1,coin in a vending machine,leather stretching ,cat meow,0,low-intensity
46,57,167,14,6,1,paper cutter,monkey screaming ,roulette wheel,0,low-intensity
46,57,636,25,6,1,paper cutter,monkey screaming ,hammering metal,0,low-intensity
46,58,745,4,3,1,drum roll,accordion ,drum roll,1,high-intensity
46,58,837,38,3,1,drum roll,accordion ,drum roll,1,high-intensity
46,59,230,3,6,1,clarinet,keys,clarinet,1,3
46,59,799,17,6,1,clarinet,keys,clarinet,1,3
46,60,765,12,6,0,rain,church bells ,rain,1,3
46,60,877,16,6,0,rain,church bells ,rain,1,3
46,61,34,16,7,1,heart monitor,classic train bells ,radar beeps,0,3
46,61,653,4,7,1,heart monitor,classic train bells ,car skidding,0,3
46,64,8,23,4,0,dialing,opening a soda ,dialing,1,low-intensity
46,64,569,29,4,0,dialing,opening a soda ,dialing,1,low-intensity
46,65,107,40,6,1,crowd noise,slamming a door,crowd noise,1,high-intensity
46,65,157,50,6,1,crowd noise,slamming a door,crowd noise,1,high-intensity
46,65,251,44,6,1,crowd noise,slamming a door,crowd noise,1,high-intensity
46,66,12,16,4,1,car deccelerating,knocking on a door,car deccelerating,1,low-intensity
46,66,377,31,4,1,car deccelerating,knocking on a door,car deccelerating,1,low-intensity
46,67,554,24,3,1,chicken cluck,humming ,chicken cluck,1,2
46,67,836,37,3,1,chicken cluck,humming ,chicken cluck,1,2
46,68,611,44,6,1,turning a lock,soap dispening ,rollerblading,0,low-intensity
46,68,823,27,6,1,turning a lock,soap dispening ,darth vader,0,low-intensity
46,69,72,2,3,1,film reel,scratching your head,paper tearing,0.5,3
46,69,360,47,3,1,film reel,scratching your head,film reel,0.5,3
46,70,446,8,5,1,crowd booing,using an old machine ,truck,0,high-intensity
46,70,693,49,5,1,crowd booing,using an old machine ,toy squeaks,0,high-intensity
46,71,239,39,2,1,ice machine,little kid talking,ice machine,1,2
46,71,823,18,2,1,ice machine,little kid talking,ice machine,1,2
46,72,757,8,6,1,humming,musical instrument like tuba ,humming,1,low-intensity
46,72,872,37,6,1,humming,musical instrument like tuba ,humming,1,low-intensity
46,73,259,2,5,0,race car,clapping ,race car,1,high-intensity
46,73,449,13,5,0,race car,clapping ,race car,1,high-intensity
46,74,586,37,4,1,dice roll,organ ,dice roll,0.5,low-intensity
46,74,685,28,4,1,dice roll,organ ,tree falling,0.5,low-intensity
46,75,352,23,2,0,orchestra tuning,quick heartbeat,orchestra tuning,0.5,high-intensity
46,75,724,12,2,0,orchestra tuning,quick heartbeat,sleigh bells,0.5,high-intensity
46,77,144,20,6,1,elevator door,spinning something on a table,elevator door,0.5,2
46,77,268,7,6,1,elevator door,spinning something on a table,door creaking,0.5,2
46,78,268,45,7,1,wind chimes,metal on metal shaking ,wind chimes,1,3
46,78,716,29,7,1,wind chimes,metal on metal shaking ,wind chimes,1,3
46,79,724,10,4,1,chopping food,tap dancing ,mac startup sound,0.5,low-intensity
46,79,892,36,4,1,chopping food,tap dancing ,chopping food,0.5,low-intensity
46,80,172,29,7,1,flute,birds calling maybe like geese,flute,1,3
46,80,377,7,7,1,flute,birds calling maybe like geese,flute,1,3
46,81,381,13,7,0,lion growl,bagpipes,lion growl,1,high-intensity
46,81,884,21,7,0,lion growl,bagpipes,lion growl,1,high-intensity
46,82,486,6,7,0,helicopter,snarl,helicopter,0.5,high-intensity
46,82,822,27,7,0,helicopter,snarl,bus decelerating,0.5,high-intensity
46,83,261,4,4,0,oboe,european language probs german ,oboe,1,3
46,83,662,1,4,0,oboe,european language probs german ,oboe,1,3
46,84,207,27,5,1,opening a letter,european language probs spanish,cat purring,0,low-intensity
46,84,745,44,5,1,opening a letter,european language probs spanish,shuffling,0,low-intensity
46,86,518,8,5,0,fan,running on leaves,fan,1,2
46,86,880,15,5,0,fan,running on leaves,fan,1,2
46,89,437,48,2,1,car skidding,guitar ,car skidding,1,high-intensity
46,89,449,5,2,1,car skidding,guitar ,car skidding,1,high-intensity
46,91,203,37,7,0,opening a soda bottle,european language ,opening a soda bottle,1,low-intensity
46,91,532,50,7,0,opening a soda bottle,european language ,opening a soda bottle,1,low-intensity
46,95,36,5,3,1,finger tapping,wind howling ,basketball dribbling,0.5,low-intensity
46,95,488,5,3,1,finger tapping,wind howling ,finger tapping,0.5,low-intensity
46,97,57,26,4,1,alarm clock,grinding maybe at like a dentist ,doorbell,0.5,high-intensity
46,97,111,15,4,1,alarm clock,grinding maybe at like a dentist ,alarm clock,0.5,high-intensity
46,98,348,10,5,1,radio static,chopping vegetables ,radio static,0.5,3
46,98,910,35,5,1,radio static,chopping vegetables ,writing on paper,0.5,3
46,99,381,45,3,1,grating food,sipping from a straw without much drink left ,chainsaw revving,0,low-intensity
46,99,533,15,3,1,grating food,sipping from a straw without much drink left ,chopping food,0,low-intensity
46,102,25,38,5,1,bicycle,gulping ,zipper,0,low-intensity
46,102,467,46,5,1,bicycle,gulping ,car idling,0,low-intensity
46,103,194,17,2,0,cicadas,shuffling,cicadas,1,3
46,103,314,5,2,0,cicadas,shuffling,cicadas,1,3
46,104,264,21,4,0,duck quack,moving curtains ,duck quack,1,3
46,104,618,28,4,0,duck quack,moving curtains ,duck quack,1,3
46,105,693,6,6,1,cow mooing,someone in the same house dropping somehting ,cow mooing,1,3
46,105,695,38,6,1,cow mooing,someone in the same house dropping somehting ,cow mooing,1,3
46,106,111,22,7,0,bass drum hits,coach whistle ,bass drum hits,0.5,high-intensity
46,106,813,18,7,0,bass drum hits,coach whistle ,boat horn,0.5,high-intensity
46,108,569,31,7,0,can opening,european language ,can opening,1,low-intensity
46,108,687,5,7,0,can opening,european language ,can opening,1,low-intensity
46,109,34,43,6,0,drinking,ratchet ,cicadas,0.5,low-intensity
46,109,662,39,6,0,drinking,ratchet ,drinking,0.5,low-intensity
46,110,81,32,2,0,pepper grinder,power down ,scratching,0,2
46,110,615,34,2,0,pepper grinder,power down ,writing on paper,0,2
46,111,167,29,5,1,basketball dribbling,rolling into something ,basketball dribbling,1,2
46,111,803,37,5,1,basketball dribbling,rolling into something ,basketball dribbling,1,2
46,112,449,11,5,1,rocking chair,rolling ,rocking chair,1,3
46,112,904,25,5,1,rocking chair,rolling ,rocking chair,1,3
46,115,636,39,3,0,traffic noises,wind chimes,traffic noises,1,high-intensity
46,115,693,35,3,0,traffic noises,wind chimes,traffic noises,1,high-intensity
46,116,77,5,5,0,coloring,walking on leaves,coloring,1,low-intensity
46,116,734,29,5,0,coloring,walking on leaves,coloring,1,low-intensity
46,117,166,39,4,0,liquid pouring out of a bottle,phone vibrating ,liquid pouring out of a bottle,1,2
46,117,574,9,4,0,liquid pouring out of a bottle,phone vibrating ,liquid pouring out of a bottle,1,2
46,118,695,2,2,0,hammering a nail,phone calling ,hammering a nail,1,high-intensity
46,118,872,14,2,0,hammering a nail,phone calling ,hammering a nail,1,high-intensity
46,120,175,25,4,1,match lighting,car accelerating ,writing on paper,0.5,low-intensity
46,120,519,50,4,1,match lighting,car accelerating ,match lighting,0.5,low-intensity
46,121,144,48,5,0,horse galloping,car driving off,horse galloping,1,2
46,121,574,17,5,0,horse galloping,car driving off,horse galloping,1,2
46,122,36,46,7,0,car horn,sawing wood,whistle,0.5,high-intensity
46,122,606,13,7,0,car horn,sawing wood,car horn,0.5,high-intensity
46,123,268,49,2,0,grandfather clock,sword fight ,castanet,0.666666666666667,3
46,123,406,13,2,0,grandfather clock,sword fight ,grandfather clock,0.666666666666667,3
46,123,636,35,2,0,grandfather clock,sword fight ,grandfather clock,0.666666666666667,3
46,125,230,33,2,1,cat meow,basketball,cat meow,1,2
46,125,572,33,2,1,cat meow,basketball,cat meow,1,2
46,126,154,39,7,0,cash register,musical instrument ,cash register,1,2
46,126,362,22,7,0,cash register,musical instrument ,cash register,1,2
46,127,13,16,7,1,pinball,snarl ,hand saw,0,high-intensity
46,127,261,2,7,1,pinball,snarl ,doorbell,0,high-intensity
46,128,584,8,7,1,gavel hits,police siren,elevator door,0.5,3
46,128,908,2,7,1,gavel hits,police siren,gavel hits,0.5,3
46,129,424,17,2,0,lawn mower,zipping something up fast ,lawn mower,1,high-intensity
46,129,813,7,2,0,lawn mower,zipping something up fast ,lawn mower,1,high-intensity
46,130,518,49,6,0,morse code,writing with a pencil ,turning a lock,0.5,3
46,130,859,43,6,0,morse code,writing with a pencil ,morse code,0.5,3
46,131,261,20,4,1,breathing,tapping fingers ,breathing,1,low-intensity
46,131,904,18,4,1,breathing,tapping fingers ,breathing,1,low-intensity
46,132,373,47,6,1,air hockey,sawing ,ice in cup,0,3
46,132,455,10,6,1,air hockey,sawing ,walking with heels,0,3
46,134,36,31,7,1,bus accelerating,flushing ,blender,0.5,2
46,134,380,23,7,1,bus accelerating,flushing ,bus accelerating,0.5,2
46,135,25,4,6,0,chopping wood,tea kettle whistling,chopping wood,1,3
46,135,77,36,6,0,chopping wood,tea kettle whistling,chopping wood,1,3
46,136,111,16,2,0,knocking on door,rolling down windos ,knocking on door,1,3
46,136,813,23,2,0,knocking on door,rolling down windos ,knocking on door,1,3
46,138,300,32,5,0,a capella singing,rolling up a bag of chips,a capella singing,1,3
46,138,729,7,5,0,a capella singing,rolling up a bag of chips,a capella singing,1,3
46,140,455,23,4,1,geese honking,christmas bells,geese honking,1,3
46,140,670,50,4,1,geese honking,christmas bells,geese honking,1,3
46,141,77,28,3,0,cello,traffic/hinking ,cello,1,3
46,141,837,20,3,0,cello,traffic/hinking ,cello,1,3
46,142,455,42,3,0,jackhammer,tearing a bag ,jackhammer,1,high-intensity
46,142,611,35,3,0,jackhammer,tearing a bag ,jackhammer,1,high-intensity
46,144,57,9,7,1,car engine starting,church bell ,car engine starting,1,3
46,144,373,30,7,1,car engine starting,church bell ,car engine starting,1,3
46,148,306,32,4,0,cuckoo clock,blowing nose,cuckoo clock,0.5,3
46,148,532,44,4,0,cuckoo clock,blowing nose,car alarm,0.5,3
46,151,658,38,3,0,frying,animal noise like a goat ,bowling,0.5,2
46,151,754,43,3,0,frying,animal noise like a goat ,frying,0.5,2
46,152,120,38,3,1,door sliding shut,billiards ,gunshots,0,low-intensity
46,152,261,29,3,1,door sliding shut,billiards ,chair rolling,0,low-intensity
46,153,214,50,2,0,drawer opening,racecars ,running up stairs,0,low-intensity
46,153,611,9,2,0,drawer opening,racecars ,running on sand,0,low-intensity
46,155,157,24,7,0,bowling,airplane hum ,bowling,1,high-intensity
46,155,264,2,7,0,bowling,airplane hum ,bowling,1,high-intensity
46,155,831,41,7,0,bowling,airplane hum ,bowling,1,high-intensity
46,156,618,39,4,1,crowd cheering,old copying sound ,crowd cheering,1,high-intensity
46,156,729,14,4,1,crowd cheering,old copying sound ,crowd cheering,1,high-intensity
46,160,306,40,7,1,giggling,sawing soft wood ,giggling,1,3
46,160,322,2,7,1,giggling,sawing soft wood ,giggling,1,3
46,162,71,29,4,1,keys jingling,plane taking off,keys jingling,1,low-intensity
46,162,709,2,4,1,keys jingling,plane taking off,keys jingling,1,low-intensity
46,163,25,35,6,0,chiseling,kithen noise,grating food,0,2
46,163,70,42,6,0,chiseling,kithen noise,dog panting,0,2
46,165,380,13,5,1,bike bell,busy environment ,bike bell,1,2
46,165,801,30,5,1,bike bell,busy environment ,bike bell,1,2
46,166,81,49,3,0,camera taking a picture,frogs ,camera taking a picture,1,2
46,166,623,48,3,0,camera taking a picture,frogs ,camera taking a picture,1,2
46,167,36,33,2,1,gunshots,tap dancing for real ,jackhammer,0.5,high-intensity
46,167,486,22,2,1,gunshots,tap dancing for real ,gunshots,0.5,high-intensity
46,170,81,4,7,0,coins dropping,hum of a lawnmower,coffee machine,0.5,low-intensity
46,170,904,50,7,0,coins dropping,hum of a lawnmower,coins dropping,0.5,low-intensity
46,172,717,12,5,0,hair dryer,drawing a line,cartoon sound effects,0,high-intensity
46,172,836,10,5,0,hair dryer,drawing a line,printing,0,high-intensity
46,173,183,11,6,0,harp,washing hands,harp,1,2
46,173,380,30,6,0,harp,washing hands,harp,1,2
46,174,843,19,4,0,doorbell,ouring tea coffee,doorbell,1,high-intensity
46,174,866,32,4,0,doorbell,ouring tea coffee,doorbell,1,high-intensity
46,175,574,33,7,0,key opening door,walking in heels,hand saw,0.5,low-intensity
46,175,636,2,7,0,key opening door,walking in heels,key opening door,0.5,low-intensity
46,177,685,38,3,0,gong,a print out ,gong,1,high-intensity
